id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
636090200598945242,Lapa City Flat Porto Center - GuestSPA,8767890,Susana & Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15629196166992,-8.618990898132324,Entire home/apt,53,3,63,2024-03-10,2.93,36,342,42,122541/AL
19624418,PinPorto Downtown,48191387,PinPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15241,-8.61074,Entire home/apt,79,2,257,2024-02-17,3.17,6,162,16,51081/AL
868604533803657027,Casa da Música II Apartment by A.I.,124472632,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1506698,-8.6121231,Entire home/apt,101,2,3,2023-09-02,0.40,26,349,3,133493/AL
922597277549587876,T2+1  acesso pedonal a praia -de 30 metros,455801254,Isaura,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.39133415911066,-8.77340699703803,Entire home/apt,135,3,0,,,1,191,0,Exempt
18187137,Private Suite room with  private bathroom,125498412,Margarida,PORTO,Lordelo do Ouro e Massarelos,41.15941,-8.63695,Private room,41,1,64,2024-03-08,0.96,6,212,28,48392/AL
968828988319717432,Superior 3pax Studio Apartment 1A,534523425,Tomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14632719999999,-8.6069763,Entire home/apt,106,1,0,,,6,288,0,28261/AL
49744836,GuestReady - Blue Stripes,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15254,-8.61507,Entire home/apt,63,1,78,2023-10-09,2.26,159,329,9,64852/AL
913058922637323293,Vibrant Porto Apartments Apt with balcony,249123452,Miguel & Ilze,PORTO,Bonfim,41.1500535,-8.5952191,Entire home/apt,69,2,12,2024-02-28,1.36,18,325,12,144585/AL
17039771,Trendy Home Studio in an Artsy Area,1229328,Pedro,PORTO,Bonfim,41.14665,-8.59941,Entire home/apt,69,2,399,2024-03-02,4.61,2,278,55,53398/AL
942552288997623278,Santa Catarina Downtown III,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1494854,-8.6057986,Entire home/apt,86,2,31,2024-03-07,4.87,54,262,31,85097/AL
590565080732042840,Charming 2 bedroom penthouse - Batalha - Porto,192739665,Jéssica,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14593,-8.60513,Entire home/apt,147,2,45,2024-01-01,1.88,17,197,17,124404/AL
1028998069379286711,A Friendly Space center of Porto,1674943,Michael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15085328732574,-8.617411875464205,Private room,28,1,1,2024-02-14,0.88,13,352,1,147625/AL
709926607257049855,Bright flat w/ pátio_ 02 @108MM HOUSE,471452555,Lina,PORTO,Lordelo do Ouro e Massarelos,41.149,-8.63652,Entire home/apt,137,2,1,2023-06-17,0.11,15,331,1,131829/AL
1075188385365329324,Cosy Apartment,558143908,Raquel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14736578589868,-8.612089684999471,Entire home/apt,81,1,0,,,7,280,0,153907/AL
50876793,Casa da Vila@River & Sea in Porto-Family & Friends,15554002,VIVA Stay In Portugal,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.150707,-8.674176,Entire home/apt,117,2,73,2024-03-04,2.29,9,314,30,117772/AL
964341530721864675,NEW! Charming Porto by UpperGround,101542522,Upperground,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1560574,-8.6179727,Entire home/apt,47,2,36,2024-03-13,6.47,40,342,36,132685/AL
878050396219464091,Gaia Elegant Retreat II,76223539,BnBird,VILA NOVA DE GAIA,Canidelo,41.1326312,-8.6530759,Entire home/apt,73,3,21,2024-02-27,2.01,80,236,21,136504/AL
786390721109045052,Stunning flat with private balcony in city center,281649544,Paula & Rafael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436726,-8.6040879,Entire home/apt,48,1,98,2024-03-07,6.64,57,184,82,81723/AL
36415110,Serpa Pinto 725,273791424,António,PORTO,Paranhos,41.16703,-8.62036,Entire home/apt,34,3,149,2024-01-06,2.62,1,84,34,98980/AL
604273567138365046,2BR Flat by Metro w/ Free Parking by LovelyStay,454128379,Adão,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1226,-8.60711,Entire home/apt,60,2,69,2024-03-02,2.95,1,255,33,118773/AL
619592994645415334,FIVE HOUSE 18,450032947,Renata,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1461,-8.60509,Entire home/apt,47,1,34,2024-03-10,1.58,5,304,22,123633/AL
1074382451498900027,GuestReady - Ribeira yellow with river views,555216985,Matt,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14125124710895,-8.611461840206173,Entire home/apt,215,1,2,2024-02-25,1.87,1,293,2,Exempt
44612165,Charming Studio with balcony over D. Luís Bridge,361044827,Luís & Susana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14121,-8.60904,Entire home/apt,75,2,60,2024-02-28,1.41,4,299,27,110371/AL
18983819,Mini studio in Porto,3163699,Sónia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14317,-8.60857,Private room,45,3,104,2023-10-16,1.26,2,111,24,52832/AL
990458921848983364,Ando Living - Flores Townhouse - 303,512029675,Ando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.144245483784466,-8.613722076200402,Entire home/apt,122,2,3,2023-10-16,0.55,17,249,3,11213
1060659879773606053,Quiet 3-Bedroom Apartment next to Bom Sucesso,423252825,Gustavo,PORTO,Lordelo do Ouro e Massarelos,41.1546571,-8.6312613,Entire home/apt,52,1,6,2024-03-03,3.75,20,348,6,144140/AL
30806393,"Modern house - air cond, free parking, breakfast",680010,Liana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.135147,-8.611675,Entire home/apt,150,2,93,2023-12-01,1.58,10,287,36,84252/AL
31039559,"Óapartment in
Oporto city center",224124064,Sabino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14631,-8.60445,Entire home/apt,60,2,126,2023-10-28,1.99,1,225,10,93519/AL
971485734691175462,My Own Private Modernist One Bedroom Apartment,22572449,Luís,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15860897463212,-8.625168590103478,Entire home/apt,72,3,7,2023-12-31,1.09,7,312,7,148946/AL
24287649,DOC Alentejo Apartment 3,183197615,Henrique,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1601,-8.62199,Entire home/apt,135,3,6,2023-06-11,0.08,3,191,1,67942/AL
18284059,GuestReady - City central stay in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14727,-8.60406,Entire home/apt,60,1,133,2024-03-15,1.64,159,330,33,36977/AL
968834806360748041,Soho Porto - Estúdio com Terraço,531035083,Marina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1504063,-8.6225329,Entire home/apt,56,2,0,,,7,320,0,145395/AL
933243514205716197,FindMe InPorto Bonfim 2T,524997916,Hugo,PORTO,Bonfim,41.15116585771809,-8.593874391945254,Entire home/apt,62,2,2,2024-02-23,2,9,345,2,133186/AL
17520998,FLH Porto Comfort Flat,3953109,Feels Like Home,PORTO,Lordelo do Ouro e Massarelos,41.15317,-8.62499,Entire home/apt,52,1,20,2024-02-27,0.23,86,315,5,121694/AL
948389072944529627,Lapa 2bed apartment,51447621,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1585855,-8.6121866,Entire home/apt,350,2,3,2023-08-21,0.40,34,108,3,84386/AL
631081750743437124,Wild garden house- city center,13642496,Náhir,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15501,-8.61031,Entire home/apt,90,4,24,2023-10-14,1.15,2,31,13,84747/AL
1096343619605689438,Host Wise - Fervença Boutique Palace 205,12730028,Host Wise,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13764314897069,-8.611336450310036,Entire home/apt,72,30,0,,,289,357,0,Exempt
1112096233822005194,MyStay - Lira's Guest House | Twin,104779539,MyStay,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.170818549181725,-8.657138756659613,Private room,75,1,0,,,20,365,0,147758/AL
990393444408968964,Ando Living - Flores Townhouse - 301,512029675,Ando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14363770195347,-8.613610678064106,Entire home/apt,122,2,21,2024-03-10,3.77,17,232,21,11213
620669876338056908,Porto Cityhall Terrace View,443862839,Porto Class,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15069,-8.60835,Entire home/apt,58,2,88,2024-02-29,4.00,3,136,41,123395/AL
7326133,Aida's Haven | Bolhão | Room #1,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14887,-8.60508,Private room,39,2,314,2024-03-02,2.98,10,6,17,21011/AL
20146252,Port Wine House | Charm & Tranquility,143308181,Paulo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14022,-8.6252,Entire home/apt,120,3,132,2023-10-29,1.64,1,276,27,54668/AL
673877249731765629,Aliados luxurious home,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146939,-8.6108232,Entire home/apt,81,1,105,2024-01-28,5.31,45,346,68,129513/AL
21587614,Samasal Trindade Apartments #6 • Balcony,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15235,-8.61102,Entire home/apt,46,1,215,2024-03-13,2.80,45,11,42,58497/AL
1039678842974165189,Feel Porto Firmeza Coworking & Flat 2.2,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15158258923168,-8.605067400760506,Entire home/apt,105,1,1,2024-01-01,0.38,95,319,1,152883
1086900791106929961,Bunk Bed in Mixed Dormitory Room,338561437,Vita,PORTO,Bonfim,41.1609343,-8.6003473,Shared room,50,1,0,,,4,269,0,93673/AL
28660614,Porto Pacific Apartments - Almeida Garrett,34650052,André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14661,-8.61197,Entire home/apt,52,1,331,2024-03-07,4.97,3,312,64,81509/AL
1100862340693625931,Boavista Place,144166414,Carla,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1600074,-8.6242208,Entire home/apt,60,5,0,,,2,52,0,129780/AL
5116080,Beach house,26436988,Surf & Olives,VILA NOVA DE GAIA,Canidelo,41.11602,-8.65648,Entire home/apt,54,2,224,2023-10-27,2.09,3,335,19,
1033916281600408891,GuestReady - Modern Elegance in Gaia,548349125,GuestReady,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11979002765074,-8.606309092066647,Entire home/apt,115,1,5,2024-02-11,1.42,2,309,5,Exempt
7205451,LightHouse Apartment with Terrace,37725953,David,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15044,-8.67612,Entire home/apt,129,2,19,2022-05-17,0.20,2,244,0,13823/AL
2921985,PortoSense  Ribeira  T1 Apart Duplex   2/6 pax,14921668,PortoSense,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14122,-8.6134,Entire home/apt,180,1,115,2024-03-14,0.97,5,191,48,
888804944471487220,Almada Music,391837499,Lovely Memories,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14907,-8.6115,Entire home/apt,50,2,17,2024-03-09,1.69,17,341,17,77037/AL
1095496281573062636,GuestReady - Alegria 293 - Room 2,563016014,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15004136498474,-8.603588038420117,Private room,80,1,0,,,6,356,0,Exempt
594594986951518897,B Porto | Dragão,181149738,Ana,PORTO,Campanhã,41.161652,-8.586953,Entire home/apt,71,2,60,2024-03-11,2.56,2,281,30,124614/AL
1090496989414458657,Bed  in 4-bed in Female Dormitory Room,338561437,Vita,PORTO,Bonfim,41.1609343,-8.6003473,Shared room,60,1,0,,,4,269,0,93673/AL
27221181,Fly me to the Moon 1,5723366,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14936,-8.61642,Entire home/apt,84,2,77,2024-03-03,1.13,3,267,16,77884/AL
562094793983139118,Casa das rosas | Pátio e perto da praia,71810730,Sónia,VILA NOVA DE GAIA,Canidelo,41.120136,-8.655181,Entire home/apt,68,2,25,2024-03-13,1.03,20,341,9,121337/AL
17787539,PortoVivo Quental Apartamento,121496709,Cecília,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16076,-8.61238,Entire home/apt,73,2,0,,,1,340,0,
39571236,Oldtown Studio,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.143218994140625,-8.61255168914795,Entire home/apt,42,1,164,2024-03-11,3.15,54,296,60,110132/AL
28627754,Cedofeita Bohemian Lifestyle Apartment,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14942932128906,-8.616447448730469,Entire home/apt,50,2,79,2024-02-24,1.19,54,347,20,82991/AL
23336129,FLH Douro View Luxury Duplex,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1433,-8.61789,Entire home/apt,71,1,95,2024-03-04,1.32,86,293,20,85384/AL
34508644,FLH Living Oporto Loft I,3953109,Feels Like Home,PORTO,Lordelo do Ouro e Massarelos,41.15841,-8.63372,Entire home/apt,65,1,19,2023-07-03,0.32,86,355,2,96317/AL
785436285290928947,Aguda's Family House • 4BD • Parking • Barbecue,423252825,Gustavo,PORTO,Lordelo do Ouro e Massarelos,41.1518,-8.65371,Entire home/apt,82,1,58,2024-03-13,3.91,20,241,53,100365/AL
7326936,Aida's Haven | Bolhão | Room #3,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14936,-8.60454,Private room,40,2,277,2024-02-26,2.63,10,6,14,21011/AL
969528571792531305,Superior 3pax Studio Apartment 2A,534523425,Tomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14632719999999,-8.6069763,Entire home/apt,108,1,0,,,6,309,0,28265/AL
650384074299950087,HEART OF THE CITY 10 !,37860920,Telmo,PORTO,Bonfim,41.15128,-8.60313,Entire home/apt,92,1,121,2024-03-01,5.85,14,97,84,60675/AL
4845090,Douro Balcony Apartment,24931178,Cristina,PORTO,Campanhã,41.14385,-8.58665,Entire home/apt,171,2,132,2023-10-21,1.55,1,244,15,50533/AL
582457034856244892,Premium Apartment | Riverside view w/ AC & Terrace,449526840,Duarte,PORTO,Campanhã,41.14444,-8.58698,Entire home/apt,80,1,65,2024-03-01,2.85,1,311,33,121577/AL
512158650601689279,Classy & Stylish Porto 2Bedroom Duplex,435050124,Jerry,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.144245,-8.613769,Entire home/apt,118,2,59,2024-02-23,2.53,1,322,32,122953/AL
1049697766926083528,GuestReady - Peaches & Cream,352882265,Guest,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15675484404805,-8.6197020515696,Entire home/apt,180,1,5,2024-03-04,1.79,19,294,5,104530/AL
12984667,Bolhão market 1 bedroom apartment black,12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14819,-8.60788,Entire home/apt,54,2,503,2024-03-10,5.28,21,191,92,28165/AL
21202399,Bubble Effect - Calming Loft in Porto's Downtown,153149884,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14998,-8.60704,Entire home/apt,49,3,192,2024-02-19,2.47,1,212,41,57717/AL
25799285,Own Places | Casa do Bonas,193873406,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15606,-8.60763,Entire home/apt,118,2,149,2024-03-10,2.12,1,24,37,93000/AL
732372324163297014,Wonderful new apartment @ Rivoli,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1483881,-8.609692299999999,Entire home/apt,54,1,73,2024-03-17,4.27,45,278,56,128078/AL
39998708,PortoBelo Apartment: 1bedroom Balcony & Parking,158842882,Renata E Filipe,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14941,-8.60361,Entire home/apt,100,2,0,,,5,225,0,70369/AL
657004393992915804,Casa Pedro(3 Bedroom Apartment in the City Center),465998761,Liubov,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15272369475885,-8.610217922090143,Entire home/apt,105,2,7,2023-09-10,0.37,2,139,5,128796/AL
38500948,Suíte Standard - Queen's Garden Hostel,285590260,Queen'S Garden,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.17981,-8.6305,Private room,85,1,0,,,3,180,0,102882/AL
1923674,Eiffel Riverside Garden (Ribeira),9943979,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14085,-8.60851,Entire home/apt,112,2,332,2024-03-10,2.75,3,200,45,27018/AL
20739393,A wild garden in Porto,13642496,Náhir,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15559,-8.61095,Private room,25,2,222,2023-11-07,2.80,2,47,32,84747/AL
23973345,Dk Studio | Charm & style in a 19th century palace,180306104,Vítor,PORTO,Bonfim,41.14579,-8.59741,Entire home/apt,60,2,143,2023-10-24,2.03,3,307,23,67439/AL
644682654776028564,Superb Apartment in the HEART of Historical Center,265646376,Ana + João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14449,-8.61244,Entire home/apt,180,2,68,2024-03-11,3.68,3,287,44,61768/AL
1030209216271809143,Mouzinho32 3rd Floor Apt D,536603324,Nuno And Friends,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.140747227391074,-8.614750866252876,Entire home/apt,175,2,3,2024-03-10,0.96,6,300,3,150447/AL
17774850,S. João Porto Apartment (42382/AL),13776260,Francisco,PORTO,Paranhos,41.18238,-8.59692,Entire home/apt,69,2,12,2023-12-11,0.14,4,286,3,63795/AL
7263132,MiguelBombarda260 by PORTO-HOUSES AND SUITES,17289096,Manuela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15011,-8.61762,Entire home/apt,100,1,222,2024-02-23,2.10,13,256,21,21053/AL
20188327,Santa Catarina Downtown Apartment (N09),143701949,BmyGuest Short Term Rental -,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1466,-8.60688,Entire home/apt,77,1,12,2023-08-12,0.17,12,333,3,118774/AL
586885327626302547,FLH Porto Ribeira Typical Studio,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14459,-8.61358,Entire home/apt,50,1,40,2024-01-03,1.71,86,305,23,107728/AL
695409848849167766,Luxury Porto Unique,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1438429,-8.6045891,Entire home/apt,52,1,60,2024-03-01,3.19,54,307,38,130952/AL
969330394155459060,FLH Boavista Wooden Flat VI,3953109,Feels Like Home,PORTO,Lordelo do Ouro e Massarelos,41.15299,-8.62508,Entire home/apt,50,1,0,,,86,293,0,152200/AL
19271597,Wood Loft by RDC,129987166,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14443,-8.60592,Entire home/apt,78,2,155,2024-03-10,1.89,5,53,72,48305/AL
44064378,AQR - Dali Apartment,25997344,Hildebrando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15916442871094,-8.612015724182129,Entire home/apt,42,2,65,2024-03-08,1.45,50,169,15,31516/AL
7673149,Home Sweet Home... Bolhão - 26753/AL,27032362,Patricia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1497,-8.60599,Private room,75,7,81,2020-08-26,0.78,1,22,0,26753/AL
19910925,Ribeira Authentic Stay - Next to the Douro River,140398835,Carla,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14313,-8.61985,Entire home/apt,47,2,272,2024-03-08,3.39,5,229,93,50542/AL
20188324,Santa Catarina Terrace Apartment (n10),143701949,BmyGuest Short Term Rental -,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14645,-8.60705,Entire home/apt,74,1,12,2023-05-15,0.15,12,36,2,15153/AL
53468925,The Old Town Flower - Premium Location,391837499,Lovely Memories,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.144135,-8.613417,Entire home/apt,154,2,87,2024-03-03,3.22,17,134,34,121449/AL
52915694,Liiiving in Porto - Dragão Pool View,30907275,Liiiving,PORTO,Campanhã,41.16185,-8.58717,Entire home/apt,65,2,52,2024-01-20,1.79,113,351,30,117693/AL
1064472883926494146,Mouzinho Rooftop View,555274070,Lynn,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1439033,-8.612200399999999,Entire home/apt,74,30,0,,,1,317,0,12345/AL
641107146854784010,Bright Studio in Lapa | 5-min walk to Metro!,15900664,LisBeyond,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1610176,-8.621220899999999,Entire home/apt,37,1,35,2024-03-14,1.66,12,265,24,96945/AL
781047977592954862,Apt with balcony and AC in front of Clerigos Tower,281649544,Paula & Rafael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1454812,-8.6142563,Entire home/apt,64,1,110,2024-03-17,7.42,57,229,94,132099/AL
51635686,Mouzinho Studio w/ AC in City Center by LovelyStay,415975578,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14319,-8.61463,Entire home/apt,55,2,119,2024-03-11,3.80,2,223,45,117051/AL
967258633002400795,Perfect retreat in the center of Porto,534133867,Ana E João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.143744,-8.6133217,Entire home/apt,95,2,16,2024-03-01,3.61,1,246,16,152621/AL
52261530,Historic Oldtown Getaway - Near Sé Cathedral,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.144161224365234,-8.609143257141113,Entire home/apt,39,1,98,2024-03-03,3.26,54,278,48,101705/AL
976547945524604933,Oliveiras,189300126,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14859968504319,-8.615614142738421,Entire home/apt,150,2,8,2023-10-22,1.30,1,174,8,113546/AL
729610391527061839,31 Janeiro 157 - Delightful 1BR w AC by LovelyStay,482061131,Aviad,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14529,-8.6089,Entire home/apt,63,2,50,2024-02-29,2.86,1,240,34,132582/AL
879032836972571634,Quarto Centro - Aconchego I,489447437,Wanderson,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.160130197724314,-8.631891757249834,Private room,24,1,55,2024-02-20,6.35,3,300,55,Exempt
11893869,New! Cozy double bedroom with private wc + A/C.,63432197,Catarina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15887,-8.63368,Private room,50,2,226,2023-10-23,2.33,7,319,26,25168/AL
51763223,Flux Art Studio w/ AC & Balcony by LovelyStay,416982439,José Miguel,PORTO,Bonfim,41.14832,-8.5997,Entire home/apt,52,2,89,2024-03-10,2.88,2,245,32,116567/AL
18548543,Twin room with shared bathroom,125498412,Margarida,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15967,-8.63492,Private room,40,1,113,2024-03-08,1.46,6,268,40,75819/AL
1016572276909363651,Garden Foz Cool Living,544714709,Mónica,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15249988163497,-8.672696986508186,Entire home/apt,126,1,1,2024-01-02,0.39,4,343,1,136306/AL
1010018452638839252,3 Min to Metro. City Centre. 2 Bedrooms 4 Pax,151352873,Liu-Qi,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.156261985768076,-8.616369015344231,Entire home/apt,75,1,9,2024-02-29,2.37,13,104,9,126731/AL
10921255,Oh! Porto - D. Luis,54586538,Oh! Porto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13837,-8.60936,Entire home/apt,368,1,3,2024-01-06,0.03,7,206,1,
18574397,Oporto Center Spot,128963393,Dulce,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14599,-8.60616,Entire home/apt,65,2,240,2023-10-18,2.91,2,77,23,46848/AL
644880374872563459,RoseSina Cheerful 4Bedrooms House Central Location,247261161,RoseSina,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13547,-8.60584,Entire home/apt,250,2,78,2024-03-17,3.71,2,202,41,124802/AL
1061019695635118865,Cathedral Haven - 1BR Historic Center Apt W/AC,486871837,He,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1438311,-8.6100677,Entire home/apt,56,2,2,2024-01-29,1.00,4,191,2,133337/AL
775939704714261498,Matosinhos Beach Apartment by Unique Hosts,489361009,Pedro,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1812113,-8.6914192,Entire home/apt,100,2,2,2023-02-05,0.13,1,362,0,135009/AL
870169546985205668,GuestReady - Miragaia Stone Studio 1T,429645226,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14313,-8.61827,Entire home/apt,65,1,49,2024-03-15,4.38,9,319,49,132764
565255,Oporto Center Private Room1,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15404,-8.60415,Private room,50,3,342,2023-09-30,2.41,4,341,26,
457924,"Oporto ""Trindade"" Romantic Studio",480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15547,-8.60837,Entire home/apt,59,3,207,2024-03-01,1.44,4,342,21,75534/AL
22683288,Cashmere Nightlife Studio 202,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14725,-8.61493,Entire home/apt,75,1,3,2023-09-05,0.05,95,343,1,82071/AL
594263594214476431,Oporto Aliados Apartment I - Main Avenue with view,298301900,Barbara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14837646484375,-8.61056137084961,Entire home/apt,99,1,48,2023-10-11,2.18,3,340,21,119661/AL
